,Invoice Id,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
4873,4874,Sports Direct,1197831,5/2/2021,South,Tennessee,Knoxville,Women's Apparel,42.0,163.0,6846,5066,74,Online
4874,4875,Sports Direct,1197831,5/3/2021,South,Tennessee,Knoxville,Men's Street Footwear,33.0,173.0,5709,3254,57,Online
4875,4876,Sports Direct,1197831,5/4/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,32.0,150.0,4800,2880,60,Online
4876,4877,Sports Direct,1197831,5/5/2021,South,Tennessee,Knoxville,Women's Street Footwear,36.0,147.0,5292,3069,58,Online
4877,4878,Sports Direct,1197831,5/6/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,38.0,98.0,3724,2607,70,Online
4878,4879,Sports Direct,1197831,5/7/2021,South,Tennessee,Knoxville,Men's Apparel,32.0,88.0,2816,1436,51,Online
4879,4880,Sports Direct,1197831,5/8/2021,South,Tennessee,Knoxville,Women's Apparel,43.0,131.0,5633,3999,71,Online
4880,4881,Sports Direct,1197831,5/9/2021,South,Tennessee,Knoxville,Men's Street Footwear,29.0,196.0,5684,3183,56,Online
4881,4882,Sports Direct,1197831,5/10/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,29.0,189.0,5481,3069,56,Online
4882,4883,Sports Direct,1197831,5/11/2021,South,Tennessee,Knoxville,Women's Street Footwear,50.0,174.0,8700,4872,56,Online
4883,4884,Sports Direct,1197831,5/12/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,52.0,133.0,6916,4772,69,Online
4884,4885,Sports Direct,1197831,5/13/2021,South,Tennessee,Knoxville,Men's Apparel,51.0,113.0,5763,3054,53,Online
4885,4886,Sports Direct,1197831,5/14/2021,South,Tennessee,Knoxville,Women's Apparel,59.0,169.0,9971,7079,71,Online
4886,4887,Sports Direct,1197831,5/15/2021,South,Tennessee,Knoxville,Men's Street Footwear,53.0,200.0,10600,6148,58,Online
4887,4888,Sports Direct,1197831,5/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,51.0,240.0,12240,6732,55,Online
4888,4889,Sports Direct,1197831,5/17/2021,South,Tennessee,Knoxville,Women's Street Footwear,54.0,210.0,11340,6237,55,Online
4889,4890,Sports Direct,1197831,5/18/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,54.0,149.0,8046,5552,69,Online
4890,4891,Sports Direct,1197831,5/19/2021,South,Tennessee,Knoxville,Men's Apparel,50.0,140.0,7000,3500,50,Online
4891,4892,Sports Direct,1197831,5/20/2021,South,Tennessee,Knoxville,Women's Apparel,61.0,225.0,13725,10157,74,Online
4892,4893,Foot Locker,1185732,5/21/2021,South,Tennessee,Knoxville,Men's Street Footwear,32.0,119.0,3808,1904,50,Online
4893,4894,Foot Locker,1185732,5/22/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,32.0,56.0,1792,878,49,Online
4894,4895,Foot Locker,1185732,5/23/2021,South,Tennessee,Knoxville,Women's Street Footwear,24.0,65.0,1560,749,48,Online
4895,4896,Foot Locker,1185732,5/24/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,27.0,19.0,513,272,53,Online
4896,4897,Foot Locker,1185732,5/25/2021,Midwest,Nebraska,Omaha,Men's Apparel,43.0,35.0,1505,677,45,Online
4897,4898,Foot Locker,1185732,5/26/2021,Midwest,Nebraska,Omaha,Women's Apparel,32.0,68.0,2176,1327,61,Online
4898,4899,Foot Locker,1185732,5/27/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,32.0,119.0,3808,2056,54,Online
4899,4900,Foot Locker,1185732,5/28/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,33.0,38.0,1254,627,50,Online
4900,4901,Foot Locker,1185732,5/29/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,23.0,47.0,1081,541,50,Online
4901,4902,Foot Locker,1185732,5/30/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,29.0,14.0,406,203,50,Online
4902,4903,Foot Locker,1185732,5/31/2021,Midwest,Nebraska,Omaha,Men's Apparel,41.0,31.0,1271,623,49,Online
4903,4904,Foot Locker,1185732,6/1/2021,Midwest,Nebraska,Omaha,Women's Apparel,32.0,60.0,1920,1190,62,Online
4904,4905,Foot Locker,1185732,6/2/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,38.0,122.0,4636,2503,54,Online
4905,4906,Foot Locker,1185732,6/3/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,39.0,26.0,1014,466,46,Online
4906,4907,Foot Locker,1185732,6/4/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,29.0,39.0,1131,566,50,Online
4907,4908,Foot Locker,1185732,6/5/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,33.0,0.0,0,0,55,Online
4908,4909,Foot Locker,1185732,6/6/2021,Midwest,Nebraska,Omaha,Men's Apparel,45.0,13.0,585,275,47,Online
4909,4910,Foot Locker,1185732,6/7/2021,Midwest,Nebraska,Omaha,Women's Apparel,37.0,38.0,1406,858,61,Online
4910,4911,Foot Locker,1185732,6/8/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,38.0,105.0,3990,2115,53,Online
4911,4912,Foot Locker,1185732,6/9/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,32.0,23.0,736,331,45,Online
4912,4913,Foot Locker,1185732,6/10/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,23.0,21.0,483,217,45,Online
4913,4914,Foot Locker,1185732,6/11/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,27.0,0.0,0,0,53,Online
4914,4915,Foot Locker,1185732,6/12/2021,Midwest,Nebraska,Omaha,Men's Apparel,42.0,6.0,252,121,48,Online
4915,4916,Foot Locker,1185732,6/13/2021,Midwest,Nebraska,Omaha,Women's Apparel,34.0,39.0,1326,822,62,Online
4916,4917,Foot Locker,1185732,6/14/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,44.0,118.0,5192,2804,54,Online
4917,4918,Foot Locker,1185732,6/15/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,38.0,33.0,1254,627,50,Online
4918,4919,Foot Locker,1185732,6/16/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,32.0,30.0,960,461,48,Online
4919,4920,Foot Locker,1185732,6/17/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,34.0,7.0,238,126,53,Online
4920,4921,Foot Locker,1185732,6/18/2021,Midwest,Nebraska,Omaha,Men's Apparel,46.0,13.0,598,275,46,Online
4921,4922,Foot Locker,1185732,6/19/2021,Midwest,Nebraska,Omaha,Women's Apparel,51.0,41.0,2091,1296,62,Online
4922,4923,Foot Locker,1185732,6/20/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,36.0,120.0,4320,2290,53,Online
4923,4924,Foot Locker,1185732,6/21/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,32.0,45.0,1440,720,50,Online
4924,4925,Foot Locker,1185732,6/22/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,27.0,46.0,1242,559,45,Online
4925,4926,Foot Locker,1185732,6/23/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,27.0,39.0,1053,569,54,Online
4926,4927,Foot Locker,1185732,6/24/2021,Midwest,Nebraska,Omaha,Men's Apparel,42.0,42.0,1764,882,50,Online
4927,4928,Foot Locker,1185732,6/25/2021,Midwest,Nebraska,Omaha,Women's Apparel,49.0,85.0,4165,2582,62,Online
4928,4929,Foot Locker,1185732,6/26/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,43.0,165.0,7095,3618,51,Online
4929,4930,Foot Locker,1185732,6/27/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,37.0,81.0,2997,1349,45,Online
4930,4931,Foot Locker,1185732,6/28/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,34.0,63.0,2142,964,45,Online
4931,4932,Foot Locker,1185732,6/29/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,33.0,46.0,1518,789,52,Online
4932,4933,Foot Locker,1185732,6/30/2021,Midwest,Nebraska,Omaha,Men's Apparel,41.0,44.0,1804,884,49,Online
4933,4934,Foot Locker,1185732,7/1/2021,Midwest,Nebraska,Omaha,Women's Apparel,49.0,91.0,4459,2809,63,Online
4934,4935,Foot Locker,1185732,7/2/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,41.0,145.0,5945,3151,53,Online
4935,4936,Foot Locker,1185732,7/3/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,42.0,80.0,3360,1646,49,Online
4936,4937,Foot Locker,1185732,7/4/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,36.0,52.0,1872,899,48,Online
4937,4938,Foot Locker,1185732,7/5/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,29.0,38.0,1102,562,51,Online
4938,4939,Foot Locker,1185732,7/6/2021,Midwest,Nebraska,Omaha,Men's Apparel,37.0,27.0,999,480,48,Online
4939,4940,Foot Locker,1185732,7/7/2021,Midwest,Nebraska,Omaha,Women's Apparel,44.0,69.0,3036,1822,60,Online
4940,4941,Foot Locker,1185732,7/8/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,38.0,112.0,4256,2298,54,Online
4941,4942,Foot Locker,1185732,7/9/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,33.0,56.0,1848,850,46,Online
4942,4943,Foot Locker,1185732,7/10/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,18.0,25.0,450,216,48,Online
4943,4944,Foot Locker,1185732,7/11/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,19.0,23.0,437,227,52,Online
4944,4945,Foot Locker,1185732,7/12/2021,Midwest,Nebraska,Omaha,Men's Apparel,29.0,21.0,609,292,48,Online
4945,4946,Foot Locker,1185732,7/13/2021,Midwest,Nebraska,Omaha,Women's Apparel,34.0,39.0,1326,822,62,Online
4946,4947,Foot Locker,1185732,7/14/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,36.0,94.0,3384,1827,54,Online
4947,4948,Foot Locker,1185732,7/15/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,29.0,41.0,1189,547,46,Online
4948,4949,Foot Locker,1185732,7/16/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,29.0,14.0,406,203,50,Online
4949,4950,Foot Locker,1185732,7/17/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,29.0,7.0,203,108,53,Online
4950,4951,Foot Locker,1185732,7/18/2021,Midwest,Nebraska,Omaha,Men's Apparel,37.0,7.0,259,124,48,Online
4951,4952,Foot Locker,1185732,7/19/2021,Midwest,Nebraska,Omaha,Women's Apparel,44.0,38.0,1672,1053,63,Online
4952,4953,Foot Locker,1185732,7/20/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,37.0,84.0,3108,1678,54,Online
4953,4954,Foot Locker,1185732,7/21/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,29.0,41.0,1189,547,46,Online
4954,4955,Foot Locker,1185732,7/22/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,29.0,25.0,725,341,47,Online
4955,4956,Foot Locker,1185732,7/23/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,27.0,36.0,972,535,55,Online
4956,4957,Foot Locker,1185732,7/24/2021,Midwest,Nebraska,Omaha,Men's Apparel,48.0,27.0,1296,583,45,Online
4957,4958,Foot Locker,1185732,7/25/2021,Midwest,Nebraska,Omaha,Women's Apparel,53.0,58.0,3074,1906,62,Online
4958,4959,Foot Locker,1185732,7/26/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,49.0,117.0,5733,2867,50,Online
4959,4960,Foot Locker,1185732,7/27/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,36.0,63.0,2268,1134,50,Online
4960,4961,Foot Locker,1185732,7/28/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,39.0,60.0,2340,1147,49,Online
4961,4962,Foot Locker,1185732,7/29/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,38.0,38.0,1444,794,55,Online
4962,4963,Foot Locker,1185732,7/30/2021,Midwest,Nebraska,Omaha,Men's Apparel,45.0,39.0,1755,842,48,Online
4963,4964,Foot Locker,1185732,7/31/2021,Midwest,Nebraska,Omaha,Women's Apparel,54.0,65.0,3510,2176,62,Online
4964,4965,Sports Direct,1197831,8/1/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,19.0,203.0,3857,2044,53,Online
4965,4966,Sports Direct,1197831,8/2/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,29.0,196.0,5684,3069,54,Online
4966,4967,Sports Direct,1197831,8/3/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,28.0,138.0,3864,2125,55,Online
4967,4968,Sports Direct,1197831,8/4/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,33.0,138.0,4554,2915,64,Online
4968,4969,Sports Direct,1197831,8/5/2021,South,Alabama,Birmingham,Men's Apparel,37.0,88.0,3256,1563,48,Online
4969,4970,Sports Direct,1197831,8/6/2021,South,Alabama,Birmingham,Women's Apparel,32.0,138.0,4416,3091,70,Online
4970,4971,Sports Direct,1197831,8/7/2021,South,Alabama,Birmingham,Men's Street Footwear,24.0,156.0,3744,2022,54,Online
4971,4972,Sports Direct,1197831,8/8/2021,South,Alabama,Birmingham,Men's Athletic Footwear,33.0,174.0,5742,3101,54,Online
4972,4973,Sports Direct,1197831,8/9/2021,South,Alabama,Birmingham,Women's Street Footwear,32.0,128.0,4096,2130,52,Online
4973,4974,Sports Direct,1197831,8/10/2021,South,Alabama,Birmingham,Women's Athletic Footwear,32.0,98.0,3136,1944,62,Online
4974,4975,Sports Direct,1197831,8/11/2021,South,Alabama,Birmingham,Men's Apparel,38.0,68.0,2584,1240,48,Online
4975,4976,Sports Direct,1197831,8/12/2021,South,Alabama,Birmingham,Women's Apparel,33.0,126.0,4158,2786,67,Online
4976,4977,Sports Direct,1197831,8/13/2021,South,Alabama,Birmingham,Men's Street Footwear,28.0,163.0,4564,2510,55,Online
4977,4978,Sports Direct,1197831,8/14/2021,South,Alabama,Birmingham,Men's Athletic Footwear,36.0,188.0,6768,3722,55,Online
4978,4979,Sports Direct,1197831,8/15/2021,South,Alabama,Birmingham,Women's Street Footwear,27.0,117.0,3159,1832,58,Online
4979,4980,Sports Direct,1197831,8/16/2021,South,Alabama,Birmingham,Women's Athletic Footwear,33.0,105.0,3465,2356,68,Online
4980,4981,Sports Direct,1197831,8/17/2021,South,Alabama,Birmingham,Men's Apparel,37.0,73.0,2701,1351,50,Online
4981,4982,Sports Direct,1197831,8/18/2021,South,Alabama,Birmingham,Women's Apparel,34.0,104.0,3536,2652,75,Online
4982,4983,Sports Direct,1197831,8/19/2021,South,Alabama,Birmingham,Men's Street Footwear,19.0,195.0,3705,2149,58,Online
4983,4984,Sports Direct,1197831,8/20/2021,South,Alabama,Birmingham,Men's Athletic Footwear,19.0,189.0,3591,2083,58,Online
4984,4985,Sports Direct,1197831,8/21/2021,South,Alabama,Birmingham,Women's Street Footwear,14.0,119.0,1666,983,59,Online
4985,4986,Sports Direct,1197831,8/22/2021,South,Alabama,Birmingham,Women's Athletic Footwear,18.0,113.0,2034,1342,66,Online
4986,4987,Sports Direct,1197831,8/23/2021,South,Alabama,Birmingham,Men's Apparel,23.0,74.0,1702,902,53,Online
4987,4988,Sports Direct,1197831,8/24/2021,South,Alabama,Birmingham,Women's Apparel,20.0,149.0,2980,2235,75,Online
4988,4989,Sports Direct,1197831,8/25/2021,South,Alabama,Birmingham,Men's Street Footwear,9.0,203.0,1827,1078,59,Online
4989,4990,Sports Direct,1197831,8/26/2021,South,Alabama,Birmingham,Men's Athletic Footwear,19.0,189.0,3591,2119,59,Online
4990,4991,Sports Direct,1197831,8/27/2021,South,Alabama,Birmingham,Women's Street Footwear,15.0,173.0,2595,1453,56,Online
4991,4992,Sports Direct,1197831,8/28/2021,South,Alabama,Birmingham,Women's Athletic Footwear,34.0,135.0,4590,3121,68,Online
4992,4993,Sports Direct,1197831,8/29/2021,South,Alabama,Birmingham,Men's Apparel,49.0,120.0,5880,3175,54,Online
4993,4994,Sports Direct,1197831,8/30/2021,South,Alabama,Birmingham,Women's Apparel,43.0,203.0,8729,6285,72,Online
4994,4995,Sports Direct,1197831,8/31/2021,South,Alabama,Birmingham,Men's Street Footwear,43.0,203.0,8729,4801,55,Online
4995,4996,Sports Direct,1197831,9/1/2021,South,Alabama,Birmingham,Men's Athletic Footwear,49.0,203.0,9947,5570,56,Online
4996,4997,Sports Direct,1197831,9/2/2021,South,Alabama,Birmingham,Women's Street Footwear,44.0,189.0,8316,4906,59,Online
4997,4998,Sports Direct,1197831,9/3/2021,South,Alabama,Birmingham,Women's Athletic Footwear,41.0,180.0,7380,5092,69,Online
4998,4999,Sports Direct,1197831,9/4/2021,South,Alabama,Birmingham,Men's Apparel,49.0,145.0,7105,3908,55,Online
4999,5000,Sports Direct,1197831,9/5/2021,South,Alabama,Birmingham,Women's Apparel,50.0,245.0,12250,8820,72,Online
5000,5001,Sports Direct,1197831,9/6/2021,South,Alabama,Birmingham,Men's Street Footwear,44.0,206.0,9064,5801,64,Online
5001,5002,Sports Direct,1197831,9/7/2021,South,Alabama,Birmingham,Men's Athletic Footwear,49.0,215.0,10535,6742,64,Online
5002,5003,Sports Direct,1197831,9/8/2021,South,Alabama,Birmingham,Women's Street Footwear,41.0,254.0,10414,6561,63,Online
5003,5004,Sports Direct,1197831,9/9/2021,South,Alabama,Birmingham,Women's Athletic Footwear,44.0,173.0,7612,5633,74,Online
5004,5005,Sports Direct,1197831,9/10/2021,South,Alabama,Birmingham,Men's Apparel,45.0,131.0,5895,3419,58,Online
5005,5006,Sports Direct,1197831,9/11/2021,South,Alabama,Birmingham,Women's Apparel,56.0,240.0,13440,10752,80,Online
5006,5007,Sports Direct,1197831,9/12/2021,South,Alabama,Birmingham,Men's Street Footwear,38.0,225.0,8550,5216,61,Online
5007,5008,Sports Direct,1197831,9/13/2021,South,Alabama,Birmingham,Men's Athletic Footwear,52.0,210.0,10920,7098,65,Online
5008,5009,Sports Direct,1197831,9/14/2021,South,Alabama,Birmingham,Women's Street Footwear,51.0,268.0,13668,8201,60,Online
5009,5010,Sports Direct,1197831,9/15/2021,South,Alabama,Birmingham,Women's Athletic Footwear,46.0,119.0,5474,3887,71,Online
5010,5011,Sports Direct,1197831,9/16/2021,South,Alabama,Birmingham,Men's Apparel,50.0,123.0,6150,3629,59,Online
5011,5012,Sports Direct,1197831,9/17/2021,South,Alabama,Birmingham,Women's Apparel,59.0,182.0,10738,8268,77,Online
5012,5013,Sports Direct,1197831,9/18/2021,South,Alabama,Birmingham,Men's Street Footwear,51.0,175.0,8925,5355,60,Online
5013,5014,Sports Direct,1197831,9/19/2021,South,Alabama,Birmingham,Men's Athletic Footwear,50.0,144.0,7200,4536,63,Online
5014,5015,Sports Direct,1197831,9/20/2021,South,Alabama,Birmingham,Women's Street Footwear,59.0,188.0,11092,6988,63,Online
5015,5016,Sports Direct,1197831,9/21/2021,South,Alabama,Birmingham,Women's Athletic Footwear,58.0,95.0,5510,3912,71,Online
5016,5017,Sports Direct,1197831,9/22/2021,South,Alabama,Birmingham,Men's Apparel,41.0,88.0,3608,2057,57,Online
5017,5018,Sports Direct,1197831,9/23/2021,South,Alabama,Birmingham,Women's Apparel,37.0,150.0,5550,4274,77,Online
5018,5019,Sports Direct,1197831,9/24/2021,South,Alabama,Birmingham,Men's Street Footwear,29.0,131.0,3799,2279,60,Online
5019,5020,Sports Direct,1197831,9/25/2021,South,Alabama,Birmingham,Men's Athletic Footwear,29.0,158.0,4582,2887,63,Online
5020,5021,Sports Direct,1197831,9/26/2021,South,Alabama,Birmingham,Women's Street Footwear,32.0,124.0,3968,2381,60,Online
5021,5022,Sports Direct,1197831,9/27/2021,South,Alabama,Birmingham,Women's Athletic Footwear,32.0,91.0,2912,2126,73,Online
5022,5023,Sports Direct,1197831,9/28/2021,South,Alabama,Birmingham,Men's Apparel,29.0,78.0,2262,1357,60,Online
5023,5024,Sports Direct,1197831,9/29/2021,South,Alabama,Birmingham,Women's Apparel,36.0,143.0,5148,3861,75,Online
5024,5025,Sports Direct,1197831,9/30/2021,South,Alabama,Birmingham,Men's Street Footwear,18.0,169.0,3042,1947,64,Online
5025,5026,Sports Direct,1197831,10/1/2021,South,Alabama,Birmingham,Men's Athletic Footwear,19.0,169.0,3211,1959,61,Online
5026,5027,Sports Direct,1197831,10/2/2021,South,Alabama,Birmingham,Women's Street Footwear,43.0,144.0,6192,3963,64,Online
5027,5028,Sports Direct,1197831,10/3/2021,South,Alabama,Birmingham,Women's Athletic Footwear,44.0,131.0,5764,4208,73,Online
5028,5029,Sports Direct,1197831,10/4/2021,South,Alabama,Birmingham,Men's Apparel,48.0,111.0,5328,3144,59,Online
5029,5030,Sports Direct,1197831,10/5/2021,South,Alabama,Birmingham,Women's Apparel,56.0,188.0,10528,8317,79,Online
5030,5031,Sports Direct,1197831,10/6/2021,South,Alabama,Birmingham,Men's Street Footwear,56.0,233.0,13048,8220,63,Online
5031,5032,Sports Direct,1197831,10/7/2021,South,Alabama,Birmingham,Men's Athletic Footwear,58.0,225.0,13050,8352,64,Online
5032,5033,Sports Direct,1197831,10/8/2021,South,Alabama,Birmingham,Women's Street Footwear,64.0,175.0,11200,6944,62,Online
5033,5034,Sports Direct,1197831,10/9/2021,South,Alabama,Birmingham,Women's Athletic Footwear,63.0,143.0,9009,6757,75,Online
5034,5035,Sports Direct,1197831,10/10/2021,South,Alabama,Birmingham,Men's Apparel,58.0,145.0,8410,4710,56,Online
5035,5036,Sports Direct,1197831,10/11/2021,South,Alabama,Birmingham,Women's Apparel,68.0,203.0,13804,11043,80,Online
5036,5037,Amazon,1185732,10/12/2021,South,Alabama,Birmingham,Men's Street Footwear,38.0,117.0,4446,2223,50,Online
5037,5038,Amazon,1185732,10/13/2021,South,Alabama,Birmingham,Men's Athletic Footwear,38.0,75.0,2850,1311,46,Online
5038,5039,Amazon,1185732,10/14/2021,South,Alabama,Birmingham,Women's Street Footwear,28.0,63.0,1764,917,52,Online
5039,5040,Amazon,1185732,10/15/2021,South,Alabama,Birmingham,Women's Athletic Footwear,34.0,28.0,952,390,41,Online
5040,5041,Amazon,1185732,10/16/2021,Northeast,Maine,Portland,Men's Apparel,47.0,42.0,1974,770,39,Online
5041,5042,Amazon,1185732,10/17/2021,Northeast,Maine,Portland,Women's Apparel,38.0,68.0,2584,1344,52,Online
5042,5043,Amazon,1185732,10/18/2021,Northeast,Maine,Portland,Men's Street Footwear,38.0,140.0,5320,2607,49,Online
5043,5044,Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Men's Athletic Footwear,38.0,45.0,1710,804,47,Online
5044,5045,Amazon,1185732,10/20/2021,Northeast,Maine,Portland,Women's Street Footwear,29.0,60.0,1740,922,53,Online
5045,5046,Amazon,1185732,10/21/2021,Northeast,Maine,Portland,Women's Athletic Footwear,34.0,19.0,646,271,42,Online
5046,5047,Amazon,1185732,10/22/2021,Northeast,Maine,Portland,Men's Apparel,46.0,45.0,2070,807,39,Online
5047,5048,Amazon,1185732,10/23/2021,Northeast,Maine,Portland,Women's Apparel,37.0,63.0,2331,1189,51,Online
5048,5049,Amazon,1185732,10/24/2021,Northeast,Maine,Portland,Men's Street Footwear,39.0,127.0,4953,2427,49,Online
5049,5050,Amazon,1185732,10/25/2021,Northeast,Maine,Portland,Men's Athletic Footwear,39.0,46.0,1794,879,49,Online
5050,5051,Amazon,1185732,10/26/2021,Northeast,Maine,Portland,Women's Street Footwear,27.0,52.0,1404,772,55,Online
5051,5052,Amazon,1185732,10/27/2021,Northeast,Maine,Portland,Women's Athletic Footwear,32.0,13.0,416,166,40,Online
5052,5053,Amazon,1185732,10/28/2021,Northeast,Maine,Portland,Men's Apparel,49.0,29.0,1421,512,36,Online
5053,5054,Amazon,1185732,10/29/2021,Northeast,Maine,Portland,Women's Apparel,36.0,50.0,1800,990,55,Online
5054,5055,Amazon,1185732,10/30/2021,Northeast,Maine,Portland,Men's Street Footwear,37.0,122.0,4514,2167,48,Online
5055,5056,Amazon,1185732,10/31/2021,Northeast,Maine,Portland,Men's Athletic Footwear,37.0,44.0,1628,765,47,Online
5056,5057,Amazon,1185732,11/1/2021,Northeast,Maine,Portland,Women's Street Footwear,27.0,44.0,1188,642,54,Online
5057,5058,Amazon,1185732,11/2/2021,Northeast,Maine,Portland,Women's Athletic Footwear,33.0,21.0,693,277,40,Online
5058,5059,Amazon,1185732,11/3/2021,Northeast,Maine,Portland,Men's Apparel,47.0,20.0,940,357,38,Online
5059,5060,Amazon,1185732,11/4/2021,Northeast,Maine,Portland,Women's Apparel,39.0,63.0,2457,1253,51,Online
5060,5061,Amazon,1185732,11/5/2021,Northeast,Maine,Portland,Men's Street Footwear,52.0,144.0,7488,3370,45,Online
5061,5062,Amazon,1185732,11/6/2021,Northeast,Maine,Portland,Men's Athletic Footwear,48.0,60.0,2880,1440,50,Online
5062,5063,Amazon,1185732,11/7/2021,Northeast,Maine,Portland,Women's Street Footwear,42.0,47.0,1974,1066,54,Online
5063,5064,Amazon,1185732,11/8/2021,Northeast,Maine,Portland,Women's Athletic Footwear,41.0,34.0,1394,558,40,Online
5064,5065,Amazon,1185732,11/9/2021,Northeast,Maine,Portland,Men's Apparel,51.0,42.0,2142,793,37,Online
5065,5066,Amazon,1185732,11/10/2021,Northeast,Maine,Portland,Women's Apparel,56.0,72.0,4032,2137,53,Online
5066,5067,Amazon,1185732,11/11/2021,Northeast,Maine,Portland,Men's Street Footwear,54.0,158.0,8532,4010,47,Online
5067,5068,Amazon,1185732,11/12/2021,Northeast,Maine,Portland,Men's Athletic Footwear,48.0,77.0,3696,1811,49,Online
5068,5069,Amazon,1185732,11/13/2021,Northeast,Maine,Portland,Women's Street Footwear,42.0,58.0,2436,1242,51,Online
5069,5070,Amazon,1185732,11/14/2021,Northeast,Maine,Portland,Women's Athletic Footwear,41.0,51.0,2091,878,42,Online
5070,5071,Amazon,1185732,11/15/2021,Northeast,Maine,Portland,Men's Apparel,50.0,53.0,2650,954,36,Online
5071,5072,Amazon,1185732,11/16/2021,Northeast,Maine,Portland,Women's Apparel,56.0,85.0,4760,2428,51,Online
5072,5073,Amazon,1185732,11/17/2021,Northeast,Maine,Portland,Men's Street Footwear,51.0,143.0,7293,3574,49,Online
5073,5074,Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Men's Athletic Footwear,46.0,84.0,3864,1855,48,Online
5074,5075,Amazon,1185732,11/19/2021,Northeast,Maine,Portland,Women's Street Footwear,43.0,63.0,2709,1490,55,Online
5075,5076,Amazon,1185732,11/20/2021,Northeast,Maine,Portland,Women's Athletic Footwear,43.0,44.0,1892,776,41,Online
5076,5077,Amazon,1185732,11/21/2021,Northeast,Maine,Portland,Men's Apparel,53.0,60.0,3180,1208,38,Online
5077,5078,Amazon,1185732,12/20/2021,Northeast,Maine,Portland,Women's Apparel,58.0,113.0,6554,3539,54,Online
5078,5079,Amazon,1185732,12/21/2021,Northeast,Maine,Portland,Men's Street Footwear,50.0,147.0,7350,3381,46,Online
5079,5080,Amazon,1185732,12/22/2021,Northeast,Maine,Portland,Men's Athletic Footwear,49.0,90.0,4410,2073,47,Online
5080,5081,Amazon,1185732,12/23/2021,Northeast,Maine,Portland,Women's Street Footwear,41.0,68.0,2788,1394,50,Online
5081,5082,Amazon,1185732,12/24/2021,Northeast,Maine,Portland,Women's Athletic Footwear,41.0,51.0,2091,857,41,Online
5082,5083,Amazon,1185732,12/25/2021,Northeast,Maine,Portland,Men's Apparel,54.0,41.0,2214,819,37,Online
