Invoice Id,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
4358,Foot Locker,1185732,12/2/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$64.00 ,98,"$6,272 ","$2,634 ",42%,Online
4359,Foot Locker,1185732,12/3/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$60.00 ,158,"$9,480 ","$6,257 ",66%,Online
4360,Foot Locker,1185732,12/4/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$54.00 ,75,"$4,050 ","$1,904 ",47%,Online
4361,Foot Locker,1185732,12/5/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$54.00 ,61,"$3,294 ","$1,812 ",55%,Online
4362,Foot Locker,1185732,12/6/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$53.00 ,58,"$3,074 ","$1,660 ",54%,Online
4363,Foot Locker,1185732,12/7/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$61.00 ,46,"$2,806 ","$1,291 ",46%,Online
4364,Foot Locker,1185732,12/8/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$64.00 ,95,"$6,080 ","$2,614 ",43%,Online
4365,Foot Locker,1185732,12/9/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$62.00 ,143,"$8,866 ","$5,320 ",60%,Online
4366,Foot Locker,1185732,12/10/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$48.00 ,80,"$3,840 ","$1,536 ",40%,Online
4367,Foot Locker,1185732,12/11/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$41.00 ,50,"$2,050 ",$922 ,45%,Online
4368,Foot Locker,1185732,12/12/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$41.00 ,53,"$2,173 ","$1,021 ",47%,Online
4369,Foot Locker,1185732,12/13/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$50.00 ,36,"$1,800 ",$810 ,45%,Online
4370,Foot Locker,1185732,12/14/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$55.00 ,61,"$3,355 ","$1,342 ",40%,Online
4371,Foot Locker,1185732,12/15/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$55.00 ,104,"$5,720 ","$3,546 ",62%,Online
4372,Foot Locker,1185732,12/16/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$47.00 ,63,"$2,961 ","$1,244 ",42%,Online
4373,Foot Locker,1185732,12/17/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$48.00 ,34,"$1,632 ",$734 ,45%,Online
4374,Foot Locker,1185732,12/18/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$48.00 ,29,"$1,392 ",$626 ,45%,Online
4375,Foot Locker,1185732,12/19/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$56.00 ,27,"$1,512 ",$650 ,43%,Online
4376,Foot Locker,1185732,12/20/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$60.00 ,63,"$3,780 ","$1,474 ",39%,Online
4377,Foot Locker,1185732,12/21/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$66.00 ,113,"$7,458 ","$4,848 ",65%,Online
4378,Foot Locker,1185732,12/22/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$55.00 ,60,"$3,300 ","$1,551 ",47%,Online
4379,Foot Locker,1185732,12/23/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$55.00 ,55,"$3,025 ","$1,603 ",53%,Online
4380,Foot Locker,1185732,12/24/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$56.00 ,44,"$2,464 ","$1,257 ",51%,Online
4381,Foot Locker,1185732,12/25/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$64.00 ,42,"$2,688 ","$1,290 ",48%,Online
4382,Foot Locker,1185732,12/26/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$71.00 ,65,"$4,615 ","$2,031 ",44%,Online
4383,Foot Locker,1185732,12/27/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$67.00 ,124,"$8,308 ","$5,733 ",69%,Online
4384,Foot Locker,1185732,12/28/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$55.00 ,69,"$3,795 ","$1,708 ",45%,Online
4385,Foot Locker,1185732,12/29/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$55.00 ,65,"$3,575 ","$1,895 ",53%,Online
4386,Foot Locker,1185732,12/30/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$57.00 ,53,"$3,021 ","$1,601 ",53%,Online
4387,Foot Locker,1185732,12/31/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$63.00 ,47,"$2,961 ","$1,362 ",46%,Online
4388,Foot Locker,1185732,1/1/2020,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$68.00 ,83,"$5,644 ","$2,427 ",43%,Online
4389,West Gear,1128299,1/2/2020,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$32.00 ,122,"$3,904 ","$1,991 ",51%,Online
4390,West Gear,1128299,1/3/2020,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$44.00 ,117,"$5,148 ","$1,905 ",37%,Online
4391,West Gear,1128299,1/4/2020,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$41.00 ,117,"$4,797 ","$2,590 ",54%,Online
4392,West Gear,1128299,1/5/2020,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$43.00 ,87,"$3,741 ","$1,871 ",50%,Online
4393,West Gear,1128299,1/6/2020,West,Nevada,Las Vegas,Men's Apparel,$47.00 ,70,"$3,290 ","$2,139 ",65%,Online
4394,West Gear,1128299,1/7/2020,West,Nevada,Las Vegas,Women's Apparel,$41.00 ,128,"$5,248 ","$1,574 ",30%,Online
4395,West Gear,1128299,1/8/2020,West,Nevada,Las Vegas,Men's Street Footwear,$34.00 ,158,"$5,372 ","$2,686 ",50%,Online
4396,West Gear,1128299,1/9/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$43.00 ,128,"$5,504 ","$2,202 ",40%,Online
4397,West Gear,1128299,1/10/2020,West,Nevada,Las Vegas,Women's Street Footwear,$41.00 ,119,"$4,879 ","$2,586 ",53%,Online
4398,West Gear,1128299,1/11/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$44.00 ,74,"$3,256 ","$1,498 ",46%,Online
4399,West Gear,1128299,1/12/2020,West,Nevada,Las Vegas,Men's Apparel,$46.00 ,52,"$2,392 ","$1,674 ",70%,Online
4400,West Gear,1128299,1/13/2020,West,Nevada,Las Vegas,Women's Apparel,$41.00 ,116,"$4,756 ","$1,617 ",34%,Online
4401,West Gear,1128299,1/14/2020,West,Nevada,Las Vegas,Men's Street Footwear,$43.00 ,160,"$6,880 ","$3,784 ",55%,Online
4402,West Gear,1128299,1/15/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$50.00 ,120,"$6,000 ","$2,400 ",40%,Online
4403,West Gear,1128299,1/16/2020,West,Nevada,Las Vegas,Women's Street Footwear,$52.00 ,104,"$5,408 ","$2,866 ",53%,Online
4404,West Gear,1128299,1/17/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$50.00 ,84,"$4,200 ","$1,974 ",47%,Online
4405,West Gear,1128299,1/18/2020,West,Nevada,Las Vegas,Men's Apparel,$55.00 ,47,"$2,585 ","$1,810 ",70%,Online
4406,West Gear,1128299,1/19/2020,West,Nevada,Las Vegas,Women's Apparel,$54.00 ,94,"$5,076 ","$1,726 ",34%,Online
4407,West Gear,1128299,1/20/2020,West,Nevada,Las Vegas,Men's Street Footwear,$58.00 ,143,"$8,294 ","$4,230 ",51%,Online
4408,West Gear,1128299,1/21/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$62.00 ,102,"$6,324 ","$2,403 ",38%,Online
4409,West Gear,1128299,1/22/2020,West,Nevada,Las Vegas,Women's Street Footwear,$61.00 ,120,"$7,320 ","$3,880 ",53%,Online
4410,West Gear,1128299,1/23/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$59.00 ,75,"$4,425 ","$2,035 ",46%,Online
4411,West Gear,1128299,1/24/2020,West,Nevada,Las Vegas,Men's Apparel,$63.00 ,52,"$3,276 ","$2,162 ",66%,Online
4412,West Gear,1128299,1/25/2020,West,Nevada,Las Vegas,Women's Apparel,$78.00 ,95,"$7,410 ","$2,519 ",34%,Online
4413,West Gear,1128299,1/26/2020,West,Nevada,Las Vegas,Men's Street Footwear,$58.00 ,149,"$8,642 ","$5,012 ",58%,Online
4414,West Gear,1128299,1/27/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$60.00 ,104,"$6,240 ","$2,683 ",43%,Online
4415,West Gear,1128299,1/28/2020,West,Nevada,Las Vegas,Women's Street Footwear,$63.00 ,116,"$7,308 ","$4,166 ",57%,Online
4416,West Gear,1128299,1/29/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$57.00 ,90,"$5,130 ","$2,565 ",50%,Online
4417,West Gear,1128299,1/30/2020,West,Nevada,Las Vegas,Men's Apparel,$60.00 ,60,"$3,600 ","$2,520 ",70%,Online
4418,West Gear,1128299,1/31/2020,West,Nevada,Las Vegas,Women's Apparel,$78.00 ,131,"$10,218 ","$3,576 ",35%,Online
4419,West Gear,1128299,2/1/2020,West,Nevada,Las Vegas,Men's Street Footwear,$56.00 ,189,"$10,584 ","$6,033 ",57%,Online
4420,West Gear,1128299,2/2/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$62.00 ,165,"$10,230 ","$4,194 ",41%,Online
4421,West Gear,1128299,2/3/2020,West,Nevada,Las Vegas,Women's Street Footwear,$62.00 ,165,"$10,230 ","$6,036 ",59%,Online
4422,West Gear,1128299,2/4/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$58.00 ,111,"$6,438 ","$3,283 ",51%,Online
4423,West Gear,1128299,2/5/2020,West,Nevada,Las Vegas,Men's Apparel,$59.00 ,81,"$4,779 ","$3,536 ",74%,Online
4424,West Gear,1128299,2/6/2020,West,Nevada,Las Vegas,Women's Apparel,$73.00 ,174,"$12,702 ","$5,081 ",40%,Online
4425,West Gear,1128299,2/7/2020,West,Nevada,Las Vegas,Men's Street Footwear,$58.00 ,218,"$12,644 ","$6,701 ",53%,Online
4426,West Gear,1128299,2/8/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$61.00 ,174,"$10,614 ","$3,821 ",36%,Online
4427,West Gear,1128299,2/9/2020,West,Nevada,Las Vegas,Women's Street Footwear,$61.00 ,143,"$8,723 ","$4,623 ",53%,Online
4428,West Gear,1128299,2/10/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$55.00 ,117,"$6,435 ","$3,153 ",49%,Online
4429,West Gear,1128299,2/11/2020,West,Nevada,Las Vegas,Men's Apparel,$60.00 ,130,"$7,800 ","$5,460 ",70%,Online
4430,West Gear,1128299,2/12/2020,West,Nevada,Las Vegas,Women's Apparel,$78.00 ,145,"$11,310 ","$3,393 ",30%,Online
4431,West Gear,1128299,2/13/2020,West,Nevada,Las Vegas,Men's Street Footwear,$62.00 ,210,"$13,020 ","$6,901 ",53%,Online
4432,West Gear,1128299,2/14/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$64.00 ,182,"$11,648 ","$4,543 ",39%,Online
4433,West Gear,1128299,2/15/2020,West,Nevada,Las Vegas,Women's Street Footwear,$60.00 ,152,"$9,120 ","$4,742 ",52%,Online
4434,West Gear,1128299,2/16/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$64.00 ,124,"$7,936 ","$3,730 ",47%,Online
4435,West Gear,1128299,2/17/2020,West,Nevada,Las Vegas,Men's Apparel,$68.00 ,138,"$9,384 ","$6,381 ",68%,Online
4436,West Gear,1128299,2/18/2020,West,Nevada,Las Vegas,Women's Apparel,$78.00 ,108,"$8,424 ","$2,864 ",34%,Online
4437,West Gear,1128299,2/19/2020,West,Nevada,Las Vegas,Men's Street Footwear,$56.00 ,174,"$9,744 ","$4,677 ",48%,Online
4438,West Gear,1128299,2/20/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$61.00 ,162,"$9,882 ","$3,360 ",34%,Online
4439,West Gear,1128299,2/21/2020,West,Nevada,Las Vegas,Women's Street Footwear,$57.00 ,117,"$6,669 ","$3,335 ",50%,Online
4440,West Gear,1128299,2/22/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$58.00 ,112,"$6,496 ","$2,858 ",44%,Online
4441,West Gear,1128299,2/23/2020,West,Nevada,Las Vegas,Men's Apparel,$67.00 ,120,"$8,040 ","$4,904 ",61%,Online
4442,West Gear,1128299,2/24/2020,West,Nevada,Las Vegas,Women's Apparel,$74.00 ,113,"$8,362 ","$2,509 ",30%,Online
4443,West Gear,1128299,2/25/2020,West,Nevada,Las Vegas,Men's Street Footwear,$56.00 ,138,"$7,728 ","$3,787 ",49%,Online
4444,West Gear,1128299,2/26/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$59.00 ,165,"$9,735 ","$3,407 ",35%,Online
4445,West Gear,1128299,2/27/2020,West,Nevada,Las Vegas,Women's Street Footwear,$54.00 ,109,"$5,886 ","$2,649 ",45%,Online
4446,West Gear,1128299,2/28/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$54.00 ,105,"$5,670 ","$2,381 ",42%,Online
4447,West Gear,1128299,3/1/2020,West,Nevada,Las Vegas,Men's Apparel,$63.00 ,81,"$5,103 ","$3,113 ",61%,Online
4448,West Gear,1128299,3/2/2020,West,Nevada,Las Vegas,Women's Apparel,$68.00 ,94,"$6,392 ","$1,598 ",25%,Online
4449,West Gear,1128299,3/3/2020,West,Nevada,Las Vegas,Men's Street Footwear,$57.00 ,155,"$8,835 ","$4,241 ",48%,Online
4450,West Gear,1128299,3/4/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$64.00 ,150,"$9,600 ","$3,264 ",34%,Online
4451,West Gear,1128299,3/5/2020,West,Nevada,Las Vegas,Women's Street Footwear,$55.00 ,106,"$5,830 ","$2,682 ",46%,Online
4452,West Gear,1128299,3/6/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$56.00 ,108,"$6,048 ","$2,480 ",41%,Online
4453,West Gear,1128299,3/7/2020,West,Nevada,Las Vegas,Men's Apparel,$64.00 ,88,"$5,632 ","$3,604 ",64%,Online
4454,West Gear,1128299,3/8/2020,West,Nevada,Las Vegas,Women's Apparel,$68.00 ,133,"$9,044 ","$2,351 ",26%,Online
4455,West Gear,1128299,3/9/2020,West,Nevada,Las Vegas,Men's Street Footwear,$58.00 ,196,"$11,368 ","$5,343 ",47%,Online
4456,West Gear,1128299,3/10/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$62.00 ,189,"$11,718 ","$3,984 ",34%,Online
4457,West Gear,1128299,3/11/2020,West,Nevada,Las Vegas,Women's Street Footwear,$59.00 ,119,"$7,021 ","$3,300 ",47%,Online
4458,West Gear,1128299,3/12/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$57.00 ,133,"$7,581 ","$3,336 ",44%,Online
4459,West Gear,1128299,3/13/2020,West,Nevada,Las Vegas,Men's Apparel,$69.00 ,112,"$7,728 ","$4,637 ",60%,Online
4460,West Gear,1128299,3/14/2020,West,Nevada,Las Vegas,Women's Apparel,$74.00 ,150,"$11,100 ","$2,997 ",27%,Online
4461,West Gear,1128299,3/15/2020,West,Nevada,Las Vegas,Men's Street Footwear,$28.00 ,123,"$3,444 ","$1,722 ",50%,Online
4462,West Gear,1128299,3/16/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$38.00 ,123,"$4,674 ","$1,542 ",33%,Online
4463,West Gear,1128299,3/17/2020,West,Nevada,Las Vegas,Women's Street Footwear,$39.00 ,115,"$4,485 ","$2,063 ",46%,Online
4464,West Gear,1128299,3/18/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$38.00 ,72,"$2,736 ","$1,231 ",45%,Online
4465,West Gear,1128299,3/19/2020,West,Colorado,Denver,Men's Apparel,$41.00 ,56,"$2,296 ","$1,469 ",64%,Online
4466,West Gear,1128299,3/20/2020,West,Colorado,Denver,Women's Apparel,$37.00 ,128,"$4,736 ","$1,231 ",26%,Online
4467,West Gear,1128299,3/21/2020,West,Colorado,Denver,Men's Street Footwear,$27.00 ,131,"$3,537 ","$1,698 ",48%,Online
4468,West Gear,1128299,3/22/2020,West,Colorado,Denver,Men's Athletic Footwear,$38.00 ,111,"$4,218 ","$1,265 ",30%,Online
4469,West Gear,1128299,3/23/2020,West,Colorado,Denver,Women's Street Footwear,$38.00 ,123,"$4,674 ","$2,337 ",50%,Online
4470,West Gear,1128299,3/24/2020,West,Colorado,Denver,Women's Athletic Footwear,$36.00 ,72,"$2,592 ","$1,166 ",45%,Online
4471,West Gear,1128299,3/25/2020,West,Colorado,Denver,Men's Apparel,$43.00 ,58,"$2,494 ","$1,546 ",62%,Online
4472,West Gear,1128299,3/26/2020,West,Colorado,Denver,Women's Apparel,$37.00 ,116,"$4,292 ","$1,159 ",27%,Online
4473,West Gear,1128299,3/27/2020,West,Colorado,Denver,Men's Street Footwear,$37.00 ,165,"$6,105 ","$2,930 ",48%,Online
4474,West Gear,1128299,3/28/2020,West,Colorado,Denver,Men's Athletic Footwear,$48.00 ,112,"$5,376 ","$1,828 ",34%,Online
4475,West Gear,1128299,3/29/2020,West,Colorado,Denver,Women's Street Footwear,$51.00 ,116,"$5,916 ","$2,899 ",49%,Online
4476,West Gear,1128299,3/30/2020,West,Colorado,Denver,Women's Athletic Footwear,$51.00 ,90,"$4,590 ","$1,974 ",43%,Online
4477,West Gear,1128299,3/31/2020,West,Colorado,Denver,Men's Apparel,$56.00 ,39,"$2,184 ","$1,310 ",60%,Online
4478,West Gear,1128299,4/1/2020,West,Colorado,Denver,Women's Apparel,$52.00 ,95,"$4,940 ","$1,433 ",29%,Online
4479,West Gear,1128299,4/2/2020,West,Colorado,Denver,Men's Street Footwear,$55.00 ,131,"$7,205 ","$3,386 ",47%,Online
4480,West Gear,1128299,4/3/2020,West,Colorado,Denver,Men's Athletic Footwear,$59.00 ,94,"$5,546 ","$1,941 ",35%,Online
4481,West Gear,1128299,4/4/2020,West,Colorado,Denver,Women's Street Footwear,$61.00 ,113,"$6,893 ","$3,447 ",50%,Online
4482,West Gear,1128299,4/5/2020,West,Colorado,Denver,Women's Athletic Footwear,$56.00 ,74,"$4,144 ","$1,782 ",43%,Online
4483,West Gear,1128299,4/6/2020,West,Colorado,Denver,Men's Apparel,$62.00 ,44,"$2,728 ","$1,664 ",61%,Online
4484,West Gear,1128299,4/7/2020,West,Colorado,Denver,Women's Apparel,$72.00 ,98,"$7,056 ","$1,764 ",25%,Online
4485,West Gear,1128299,4/8/2020,West,Colorado,Denver,Men's Street Footwear,$55.00 ,131,"$7,205 ","$4,395 ",61%,Online
4486,West Gear,1128299,4/9/2020,West,Colorado,Denver,Men's Athletic Footwear,$60.00 ,105,"$6,300 ","$2,898 ",46%,Online
4487,West Gear,1128299,4/10/2020,West,Colorado,Denver,Women's Street Footwear,$59.00 ,98,"$5,782 ","$3,469 ",60%,Online
4488,West Gear,1128299,4/11/2020,West,Colorado,Denver,Women's Athletic Footwear,$58.00 ,69,"$4,002 ","$2,361 ",59%,Online
4489,West Gear,1128299,4/12/2020,West,Colorado,Denver,Men's Apparel,$63.00 ,44,"$2,772 ","$2,107 ",76%,Online
4490,West Gear,1128299,4/13/2020,West,Colorado,Denver,Women's Apparel,$74.00 ,133,"$9,842 ","$4,232 ",43%,Online
4491,West Gear,1128299,4/14/2020,West,Colorado,Denver,Men's Street Footwear,$54.00 ,189,"$10,206 ","$6,532 ",64%,Online
4492,West Gear,1128299,4/15/2020,West,Colorado,Denver,Men's Athletic Footwear,$59.00 ,144,"$8,496 ","$4,248 ",50%,Online
4493,West Gear,1128299,4/16/2020,West,Colorado,Denver,Women's Street Footwear,$64.00 ,150,"$9,600 ","$6,144 ",64%,Online
4494,West Gear,1128299,4/17/2020,West,Colorado,Denver,Women's Athletic Footwear,$62.00 ,135,"$8,370 ","$5,022 ",60%,Online
4495,West Gear,1128299,4/18/2020,West,Colorado,Denver,Men's Apparel,$66.00 ,91,"$6,006 ","$4,625 ",77%,Online
4496,West Gear,1128299,4/19/2020,West,Colorado,Denver,Women's Apparel,$83.00 ,181,"$15,023 ","$6,460 ",43%,Online
4497,West Gear,1128299,4/20/2020,West,Colorado,Denver,Men's Street Footwear,$64.00 ,202,"$12,928 ","$7,757 ",60%,Online
4498,West Gear,1128299,4/21/2020,West,Colorado,Denver,Men's Athletic Footwear,$67.00 ,188,"$12,596 ","$5,038 ",40%,Online
4499,West Gear,1128299,4/22/2020,West,Colorado,Denver,Women's Street Footwear,$67.00 ,161,"$10,787 ","$5,933 ",55%,Online
4500,West Gear,1128299,4/23/2020,West,Colorado,Denver,Women's Athletic Footwear,$61.00 ,143,"$8,723 ","$4,536 ",52%,Online
4501,West Gear,1128299,4/24/2020,West,Colorado,Denver,Men's Apparel,$67.00 ,131,"$8,777 ","$6,144 ",70%,Online
4502,West Gear,1128299,4/25/2020,West,Colorado,Denver,Women's Apparel,$78.00 ,137,"$10,686 ","$4,274 ",40%,Online
4503,West Gear,1128299,4/26/2020,West,Colorado,Denver,Men's Street Footwear,$63.00 ,196,"$12,348 ","$7,285 ",59%,Online
4504,West Gear,1128299,4/27/2020,West,Colorado,Denver,Men's Athletic Footwear,$73.00 ,189,"$13,797 ","$5,795 ",42%,Online
4505,West Gear,1128299,4/28/2020,West,Colorado,Denver,Women's Street Footwear,$67.00 ,143,"$9,581 ","$5,461 ",57%,Online
4506,West Gear,1128299,4/29/2020,West,Colorado,Denver,Women's Athletic Footwear,$63.00 ,135,"$8,505 ","$4,593 ",54%,Online
4507,West Gear,1128299,4/30/2020,West,Colorado,Denver,Men's Apparel,$74.00 ,140,"$10,360 ","$7,563 ",73%,Online
4508,West Gear,1128299,5/1/2020,West,Colorado,Denver,Women's Apparel,$74.00 ,100,"$7,400 ","$2,590 ",35%,Online
4509,West Gear,1128299,5/2/2020,West,Colorado,Denver,Men's Street Footwear,$59.00 ,162,"$9,558 ","$5,066 ",53%,Online
4510,West Gear,1128299,5/3/2020,West,Colorado,Denver,Men's Athletic Footwear,$69.00 ,168,"$11,592 ","$4,173 ",36%,Online
4511,West Gear,1128299,5/4/2020,West,Colorado,Denver,Women's Street Footwear,$60.00 ,113,"$6,780 ","$3,390 ",50%,Online
4512,West Gear,1128299,5/5/2020,West,Colorado,Denver,Women's Athletic Footwear,$59.00 ,100,"$5,900 ","$2,832 ",48%,Online
4513,West Gear,1128299,5/6/2020,West,Colorado,Denver,Men's Apparel,$74.00 ,120,"$8,880 ","$6,127 ",69%,Online
4514,West Gear,1128299,5/7/2020,West,Colorado,Denver,Women's Apparel,$65.00 ,106,"$6,890 ","$2,136 ",31%,Online
4515,West Gear,1128299,5/8/2020,West,Colorado,Denver,Men's Street Footwear,$51.00 ,137,"$6,987 ","$3,494 ",50%,Online
4516,West Gear,1128299,5/9/2020,West,Colorado,Denver,Men's Athletic Footwear,$54.00 ,152,"$8,208 ","$2,873 ",35%,Online
4517,West Gear,1128299,5/10/2020,West,Colorado,Denver,Women's Street Footwear,$51.00 ,102,"$5,202 ","$2,601 ",50%,Online
4518,West Gear,1128299,5/11/2020,West,Colorado,Denver,Women's Athletic Footwear,$53.00 ,85,"$4,505 ","$2,072 ",46%,Online
4519,West Gear,1128299,5/12/2020,West,Colorado,Denver,Men's Apparel,$64.00 ,75,"$4,800 ","$3,168 ",66%,Online
4520,West Gear,1128299,5/13/2020,West,Colorado,Denver,Women's Apparel,$65.00 ,105,"$6,825 ","$2,048 ",30%,Online
4521,West Gear,1128299,5/14/2020,West,Colorado,Denver,Men's Street Footwear,$52.00 ,150,"$7,800 ","$4,290 ",55%,Online
4522,West Gear,1128299,5/15/2020,West,Colorado,Denver,Men's Athletic Footwear,$55.00 ,150,"$8,250 ","$3,053 ",37%,Online
4523,West Gear,1128299,5/16/2020,West,Colorado,Denver,Women's Street Footwear,$51.00 ,128,"$6,528 ","$3,460 ",53%,Online
4524,West Gear,1128299,5/17/2020,West,Colorado,Denver,Women's Athletic Footwear,$60.00 ,116,"$6,960 ","$3,341 ",48%,Online
4525,West Gear,1128299,5/18/2020,West,Colorado,Denver,Men's Apparel,$68.00 ,105,"$7,140 ","$4,927 ",69%,Online
4526,West Gear,1128299,5/19/2020,West,Colorado,Denver,Women's Apparel,$73.00 ,130,"$9,490 ","$2,942 ",31%,Online
4527,West Gear,1128299,5/20/2020,West,Colorado,Denver,Men's Street Footwear,$59.00 ,203,"$11,977 ","$6,228 ",52%,Online
4528,West Gear,1128299,5/21/2020,West,Colorado,Denver,Men's Athletic Footwear,$64.00 ,182,"$11,648 ","$4,426 ",38%,Online
4529,West Gear,1128299,5/22/2020,West,Colorado,Denver,Women's Street Footwear,$60.00 ,125,"$7,500 ","$4,125 ",55%,Online
4530,West Gear,1128299,5/23/2020,West,Colorado,Denver,Women's Athletic Footwear,$63.00 ,125,"$7,875 ","$3,544 ",45%,Online
4531,West Gear,1128299,5/24/2020,West,Colorado,Denver,Men's Apparel,$68.00 ,115,"$7,820 ","$5,239 ",67%,Online
4532,West Gear,1128299,5/25/2020,West,Colorado,Denver,Women's Apparel,$75.00 ,137,"$10,275 ","$3,391 ",33%,Online
4533,West Gear,1128299,5/26/2020,West,Colorado,Denver,Men's Street Footwear,$36.00 ,117,"$4,212 ","$1,727 ",41%,Online
4534,West Gear,1128299,5/27/2020,West,Colorado,Denver,Men's Athletic Footwear,$48.00 ,131,"$6,288 ","$2,515 ",40%,Online
4535,West Gear,1128299,5/28/2020,West,Colorado,Denver,Women's Street Footwear,$46.00 ,135,"$6,210 ","$2,174 ",35%,Online
4536,West Gear,1128299,5/29/2020,West,Colorado,Denver,Women's Athletic Footwear,$49.00 ,78,"$3,822 ","$1,567 ",41%,Online
4537,West Gear,1128299,5/30/2020,West,Washington,Seattle,Men's Apparel,$51.00 ,73,"$3,723 ","$1,452 ",39%,Online
4538,West Gear,1128299,5/31/2020,West,Washington,Seattle,Women's Apparel,$46.00 ,125,"$5,750 ","$1,783 ",31%,Online
4539,West Gear,1128299,6/1/2020,West,Washington,Seattle,Men's Street Footwear,$36.00 ,138,"$4,968 ","$2,136 ",43%,Online
4540,West Gear,1128299,6/2/2020,West,Washington,Seattle,Men's Athletic Footwear,$47.00 ,131,"$6,157 ","$2,401 ",39%,Online
4541,West Gear,1128299,6/3/2020,West,Washington,Seattle,Women's Street Footwear,$47.00 ,122,"$5,734 ","$2,236 ",39%,Online
4542,West Gear,1128299,6/4/2020,West,Washington,Seattle,Women's Athletic Footwear,$48.00 ,87,"$4,176 ","$1,754 ",42%,Online
4543,West Gear,1128299,6/5/2020,West,Washington,Seattle,Men's Apparel,$52.00 ,65,"$3,380 ","$1,352 ",40%,Online
4544,West Gear,1128299,6/6/2020,West,Washington,Seattle,Women's Apparel,$46.00 ,123,"$5,658 ","$1,754 ",31%,Online
4545,West Gear,1128299,6/7/2020,West,Washington,Seattle,Men's Street Footwear,$46.00 ,167,"$7,682 ","$3,457 ",45%,Online
4546,West Gear,1128299,6/8/2020,West,Washington,Seattle,Men's Athletic Footwear,$58.00 ,115,"$6,670 ","$2,401 ",36%,Online
4547,West Gear,1128299,6/9/2020,West,Washington,Seattle,Women's Street Footwear,$60.00 ,115,"$6,900 ","$2,760 ",40%,Online
